airport_code,latitude,longitude,altitude,timezone,dst,olson_timezone
,52.6872,10.1114,207,1.0,E,Europe/Berlin
,52.9839,10.465,246,1.0,E,Europe/Berlin
,51.6897,7.81611,190,1.0,E,Europe/Berlin
,52.1411,12.6647,217,1.0,E,Europe/Berlin
,52.2208,8.85917,148,1.0,E,Europe/Berlin
,51.4025,8.64167,1509,1.0,E,Europe/Berlin
,51.9667,9.29167,1178,1.0,E,Europe/Berlin
,53.7672,8.64361,72,1.0,E,Europe/Berlin
,51.7211,11.9528,305,1.0,E,Europe/Berlin
,53.9781,9.14472,125,1.0,E,Europe/Berlin
,52.1544,10.4267,328,1.0,E,Europe/Berlin
,53.3328,9.02833,20,1.0,E,Europe/Berlin
,53.0689,8.31361,26,1.0,E,Europe/Berlin
,52.1753,9.05333,180,1.0,E,Europe/Berlin
,51.9444,7.77389,177,1.0,E,Europe/Berlin
PSH,54.3089,8.68694,7,1.0,E,Europe/Berlin
,53.0161,11.1444,49,1.0,E,Europe/Berlin
,52.7094,12.0733,95,1.0,E,Europe/Berlin
,52.2417,11.8561,174,1.0,E,Europe/Berlin
CKF,31.9888333,-83.7739167,310,-5.0,A,America/New_York
OMN,29.1804,-81.06497,28,-5.0,A,America/New_York
,50.5578,7.13639,673,1.0,E,Europe/Berlin
,49.4731,8.19639,351,1.0,E,Europe/Berlin
TTD,45.54937,-122.401253,39,-8.0,A,America/Los_Angeles
HIO,45.540394,-122.949825,204,-8.0,A,America/Los_Angeles
,40.7126,-73.9996,244,-5.0,A,America/New_York
,51.0153,7.00556,157,1.0,E,Europe/Berlin
24J,30.300125,-83.0246944,104,-5.0,A,America/New_York
,50.451667,6.784444,1560,1.0,E,Europe/Berlin
KHT,33.3334,69.952,3756,4.5,N,Asia/Kabul
,46.303056,53.4275,0,5.0,U,Asia/Oral
,46.303056,53.4275,0,5.0,U,Asia/Oral
NYT,19.374,96.121,294,6.5,N,Asia/Rangoon
,-17.8846,25.8468,0,2.0,U,Africa/Lusaka
,44.0945556,-121.2002222,3460,-8.0,A,America/Los_Angeles
,43.2365314,-120.6660967,4317,-8.0,A,America/Los_Angeles
,43.5919167,-118.95554444,4159,-8.0,A,America/Los_Angeles
,44.2869939,-120.9038328,3250,-8.0,A,America/Los_Angeles
,40.1506944,-122.2523056,352,-8.0,A,America/Los_Angeles
,38.1436111,-122.5561,2,-8.0,A,America/Los_Angeles
,42.1611111,-120.3990833,4733,-8.0,A,America/Los_Angeles
,45.4182419,-123.8143839,36,-8.0,A,America/Los_Angeles
,44.0193611,-117.0130278,2193,-7.0,A,America/Denver
,45.6185556,-121.1673333,247,-8.0,A,America/Los_Angeles
GAI,39.1006,-77.09576,0,-5.0,A,America/New_York
,39.109961,-84.537074,497,-5.0,A,America/New_York
,33.12777215,68.8369847,7400,4.5,N,Asia/Kabul
AZ3,33.1277215,68.8369847,7400,4.5,N,Asia/Kabul
YTA,45.864399,-77.251701,529,-5.0,A,America/Toronto
TSB,-19.1542,17.4357,4353,1.0,U,Africa/Windhoek
YSD,50.2666701,-111.182999,2525,-7.0,A,America/Edmonton
,52.830601,-111.100998,2260,-7.0,A,America/Edmonton
,52.830601,-111.100998,2260,-7.0,A,America/Edmonton
BNU,-26.834239,-49.091696,70,-3.0,S,America/Sao_Paulo
,46.3201,24.3157,1000,2.0,E,Europe/Bucharest
,45.4649,24.053,1451,2.0,E,Europe/Bucharest
SIB,45.4649,24.053,1451,2.0,E,Europe/Bucharest
,54.786667,37.649167,797,4.0,N,Europe/Moscow
,46.436,24.4445,280,2.0,E,Europe/Bucharest
CIO,45.471009,21.111967,280,2.0,E,Europe/Bucharest
,-3.0764,39.2428,0,3.0,U,Africa/Nairobi
,-3.0764,39.2428,0,3.0,U,Africa/Nairobi
,41.50225,-81.62233,0,-5.0,A,America/New_York
CVX,45.3047778,-85.2753333,669,-5.0,A,America/New_York
2J9,30.5978708,-84.557425,225,-5.0,A,America/New_York
,49.857778,7.604167,492,1.0,E,Europe/Berlin
,62.1021,-7.6459,112,0.0,E,Atlantic/Faeroe
,-33.901161,18.425896,0,2.0,N,Africa/Johannesburg
,-34.070582,18.424067,50,2.0,N,Africa/Johannesburg
,-34.070582,18.424067,50,2.0,N,Africa/Johannesburg
RCE,48.608056,-123.159722,0,-8.0,A,America/Los_Angeles
BYW,48.56025,-122.80243,0,-8.0,A,America/Los_Angeles
RSJ,48.645556,-122.868056,0,-8.0,A,America/Los_Angeles
WSX,48.617778,-122.952778,0,-8.0,A,America/Los_Angeles
FBS,48.537222,-123.009722,0,-8.0,A,America/Los_Angeles
YRR,50.4,-125.133333,0,-8.0,A,America/Vancouver
L06,36.273,-116.515,0,-8.0,A,America/Los_Angeles
YCC,45.092778,-74.567778,175,-5.0,A,America/Toronto
,51.3317,4.339,30,1.0,E,Europe/Brussels
,46.497442,7.412572,3304,1.0,E,Europe/Zurich
IZA,-21.5130558014,-43.1730575562,1348,-3.0,S,America/Sao_Paulo
,45.4153,25.3137,1743,2.0,E,Europe/Bucharest
XFL,29.2821,-81.1212,33,-5.0,A,America/New_York
DVA,45.5153,22.5813,615,2.0,U,Europe/Bucharest
DZM,46.4643,23.4258,1019,2.0,U,Europe/Bucharest
,-66.0,90.0,8000,12.0,U,Antarctica/South_Pole
,-66.0,90.0,8000,12.0,N,Antarctica/South_Pole
MVL,44.535,-72.614,732,-5.0,A,America/New_York
RBD,32.680833,-96.868333,201,-6.0,A,America/Chicago
,45.4853,9.0411,663,1.0,E,Europe/Rome
,45.283855,9.111979,350,1.0,E,Europe/Rome
6Y8,45.721111,-85.520278,664,-5.0,A,America/New_York
,45.6183,63.2144,328,6.0,U,Asia/Qyzylorda
MOW,55.7557,37.6176,0,4.0,N,Europe/Moscow
WST,41.349722,-71.803333,81,-5.0,A,America/New_York
BID,41.168056,-71.577778,108,-5.0,A,America/New_York
,60.866667,-162.273056,18,-9.0,A,America/Anchorage
,60.866667,-162.273056,18,-9.0,A,America/Anchorage
369,60.866667,-162.273056,18,-9.0,A,America/Anchorage
NME,60.471111,-164.700833,4,-9.0,A,America/Anchorage
OOK,60.541389,-165.087222,59,-9.0,A,America/Anchorage
TNK,60.575556,-165.271667,14,-9.0,A,America/Anchorage
GNU,59.1175,-161.5775,15,-9.0,A,America/Anchorage
WWT,60.939167,-164.641111,25,-9.0,U,America/Anchorage
ACU,9.2,-77.98,0,-5.0,U,America/Panama
TUW,9.52,-79.03,0,-5.0,U,America/Panama
GHE,8.06,-78.36,0,-5.0,U,America/Panama
MPP,8.95,-77.75,0,-5.0,U,America/Panama
OBY,70.485278,-21.966667,238,-1.0,U,America/Scoresbysund
VIN,49.2433,28.6063,900,2.0,E,Europe/Kiev
,51.0352,3.7097,130,1.0,E,Europe/Brussels
,51.1972,3.2172,120,1.0,E,Europe/Brussels
,51.1972,3.2172,130,1.0,E,Europe/Brussels
,35.5075,139.6175,50,9.0,N,Asia/Tokyo
QXG,47.464714,-0.556405,300,1.0,E,Europe/Paris
BGE,30.9715981,-84.6369278,141,-5.0,A,America/New_York
,50.257222,-60.669167,90,-4.0,A,America/Blanc-Sablon
ZKG,50.195833,-61.265833,32,-4.0,A,America/Blanc-Sablon
YBI,53.47,-55.7875,57,-4.0,A,America/Halifax
SPZ,39.4030278,-119.2511944,4269,-8.0,A,America/Los_Angeles
WHP,34.2593253,-118.4134331,1003,-8.0,A,America/Los_Angeles
MAE,36.9886111,-120.1124444,255,-8.0,A,America/Los_Angeles
U76,43.1316111,-115.7305671,3167,-7.0,A,America/Denver
YZZ,49.055556,-117.609167,1427,-8.0,A,America/Vancouver
,48.65,-123.45,0,-8.0,A,America/Vancouver
YAB,73.006389,-85.047222,72,-6.0,A,America/Winnipeg
,68.163889,-106.614444,125,-7.0,A,America/Edmonton
BCV,17.269444,-88.776111,50,-6.0,U,America/Belize
,4.283333,-54.381111,186,-3.0,S,America/Cayenne
MPY,3.6575,-54.037222,377,-3.0,S,America/Cayenne
LDX,5.483056,-54.034444,17,-3.0,S,America/Cayenne
AAJ,3.898611,-55.577778,50,-3.0,S,America/Paramaribo
LDO,4.3754,-55.4075,50,-3.0,S,America/Paramaribo
KJI,48.221111,86.998056,3900,8.0,U,Asia/Chongqing
CPB,8.616667,-77.333333,100,-5.0,S,America/Bogota
HMB,26.341189,31.742983,859,2.0,E,Africa/Cairo
RVY,-30.974444,-55.476111,712,-3.0,S,America/Montevideo
POJ,-18.672778,-46.491111,851,-3.0,S,America/Sao_Paulo
JTC,-22.157778,-49.068333,594,-3.0,S,America/Sao_Paulo
OIA,-6.763056,-51.05,229,-4.0,S,America/Boa_Vista
RDC,-8.033333,-49.98,669,-4.0,S,America/Boa_Vista
SXX,-6.641389,-51.952222,656,-4.0,S,America/Boa_Vista
BYO,-21.247222,-56.4525,1180,-4.0,S,America/Campo_Grande
SXO,-11.6325,-50.689444,650,-4.0,S,America/Campo_Grande
CFC,-26.788333,-50.939722,3376,-3.0,S,America/Sao_Paulo
CAF,-4.871389,-66.8975,354,-4.0,S,America/Boa_Vista
,-4.884167,-65.355556,210,-4.0,S,America/Boa_Vista
ERN,-6.639444,-69.879722,412,-4.0,S,America/Boa_Vista
CCI,-27.180556,-52.052778,2461,-3.0,S,America/Sao_Paulo
FBE,-26.059167,-53.063333,2100,-3.0,S,America/Sao_Paulo
CFO,-10.633611,-51.567222,250,-4.0,S,America/Campo_Grande
19A,34.1758638,-83.5615972,951,-5.0,U,America/New_York
AAF,29.7276066,-85.0274416,20,-5.0,A,America/New_York
UMU,-23.798611,-53.313611,1558,-3.0,S,America/Sao_Paulo
DTI,-18.231944,-43.650278,4446,-3.0,S,America/Sao_Paulo
FBA,-2.5325,-66.083333,207,-4.0,S,America/Boa_Vista
OLC,-3.465556,-68.918889,335,-4.0,S,America/Boa_Vista
HUW,-7.532222,-63.072222,230,-4.0,S,America/Boa_Vista
IRZ,-0.416944,-65.033889,223,-4.0,S,America/Boa_Vista
ORX,-1.714167,-55.836111,262,-4.0,S,America/Boa_Vista
UNA,-15.355278,-38.998889,20,-3.0,S,America/Fortaleza
,36.128889,-5.441111,98,1.0,E,Europe/Madrid
,36.128889,-5.441111,98,1.0,E,Europe/Madrid
,22.3177,114.202,30,8.0,U,Asia/Hong_Kong
,22.3177,114.202,30,8.0,U,Asia/Hong_Kong
TEF,-21.713057,122.21222,970,8.0,N,Australia/Perth
GZP,36.2993,32.3014,92,2.0,E,Europe/Istanbul
,33.921369,69.07813,6614,4.5,N,Asia/Kabul
SGJ,29.95925,-81.3397222,10,-5.0,A,America/New_York
LDZ,-24.8333,31.5,3510,2.0,N,Africa/Johannesburg
,-24.84,31.41,3500,2.0,N,Africa/Johannesburg
,-24.84,31.41,3500,2.0,N,Africa/Johannesburg
INY,-24.815,31.42,1200,2.0,N,Africa/Johannesburg
DQH,31.4767385,-82.8605664,257,-5.0,A,America/New_York
FRP,27.497472,-80.372638,23,-5.0,A,America/New_York
ALX,38.806346,-77.0621,1,-5.0,A,America/New_York
TAN,41.8744017,-71.0166453,43,-5.0,A,America/New_York
PYM,41.9090278,-70.7287778,148,-5.0,A,America/New_York
OQU,41.5971389,-71.4121389,18,-5.0,A,America/New_York
1B9,42.0001331,-71.1967714,122,-5.0,A,America/New_York
OWD,42.1905278,-71.1729444,49,-5.0,A,America/New_York
BAF,42.1579472,-72.715875,270,-5.0,A,America/New_York
IJD,41.7440278,-72.1802222,246,-5.0,A,America/New_York
MGJ,41.5099884,-74.2646444,364,-5.0,A,America/New_York
CXY,40.2171389,-76.8513611,347,-5.0,A,America/New_York
GHG,42.09825,-70.6721389,9,-5.0,A,America/New_York
DXR,41.3715353,-73.4821906,458,-5.0,A,America/New_York
ASH,42.78175,-71.5147778,199,-5.0,A,America/New_York
LWM,42.7171944,-71.1234167,148,-5.0,A,America/New_York
OXC,41.4785556,-73.13525,726,-5.0,A,America/New_York
FIT,42.5541111,-71.7589722,348,-5.0,A,America/New_York
,33.7565556,-84.8850625,1110,-5.0,A,America/New_York
VPC,34.1231475,-84.8487067,759,-5.0,A,America/New_York
PYP,34.0899167,-85.6100833,595,-6.0,A,America/Chicago
RMG,34.3507778,-85.1586667,664,-5.0,A,America/New_York
GAD,33.9726489,-86.0890834,569,-6.0,A,America/Chicago
DKX,35.9638333,-83.8736667,833,-5.0,A,America/New_York
WDR,33.9828611,-83.6674167,943,-5.0,A,America/New_York
JYL,32.6452778,-81.5971111,188,-5.0,A,America/New_York
DNN,34.7229444,-84.87025,709,-5.0,A,America/New_York
CTJ,33.6316964,-85.1522641,1165,-5.0,A,America/New_York
4A9,34.4736944,-85.7213889,877,-6.0,A,America/Chicago
LGC,33.0088611,-85.0726111,694,-5.0,A,America/New_York
MLJ,33.154225,-83.2414139,385,-5.0,A,America/New_York
4A4,34.0186944,-85.1464722,974,-5.0,A,America/New_York
PIM,32.8406944,-84.8824444,902,-5.0,A,America/New_York
FFC,33.35725,-84.5718333,808,-5.0,A,America/New_York
9A1,33.6323083,-83.8474472,809,-5.0,A,America/New_York
GVL,34.272627,-83.8302233,1276,-5.0,A,America/New_York
,34.3122175,-84.4221556,1219,-5.0,A,America/New_York
54J,30.7311111,-86.1537778,289,-6.0,A,America/Chicago
9A5,34.6884792,-85.2903319,777,-5.0,A,America/New_York
PHD,40.4701667,-81.4199444,894,-5.0,A,America/New_York
UDG,34.4493845,-79.8900608,192,-5.0,A,America/New_York
HXD,32.2243611,-80.6974722,19,-5.0,A,America/New_York
49A,34.6282222,-84.5265833,1486,-5.0,A,America/New_York
0A9,36.3712222,-82.1734167,1593,-5.0,A,America/New_York
06A,32.4605722,-85.6800278,264,-6.0,A,America/Chicago
DNL,33.4665028,-82.0393808,423,-5.0,A,America/New_York
MRN,35.8202336,-81.6115119,1270,-5.0,A,America/New_York
PBX,37.5617639,-82.5663889,1473,-5.0,A,America/New_York
,33.3656703,-84.1651964,837,-5.0,A,America/New_York
TOC,34.5928117,-83.2963717,996,-5.0,A,America/New_York
,50.9672,-2.1536,811,0.0,U,Europe/London
,30.524819,34.584025,2037,2.0,U,Asia/Jerusalem
,30.524819,34.584025,2037,2.0,E,Asia/Jerusalem
,30.524819,34.584025,2037,2.0,E,Asia/Jerusalem
,30.524819,34.584025,2037,2.0,E,Asia/Jerusalem
PLV,49.34261,34.23551,333,2.0,U,Europe/Kiev
,50.967536,1.849308,6,1.0,E,Europe/Paris
,51.126876,1.339747,6,0.0,E,Europe/London
,8.77,27.3975,1394,3.0,U,Africa/Juba
WUU,7.725,27.98,1420,3.0,U,Africa/Juba
HUE,14.3,36.616667,1500,3.0,U,Africa/Asmera
OYL,3.465,39.105,2790,3.0,U,Africa/Nairobi
,30.330556,-5.838056,1500,0.0,U,Africa/Casablanca
WYE,8.615308,-11.047192,1300,0.0,U,Africa/Freetown
GBK,7.767,-12.383,500,0.0,U,Africa/Freetown
,22.299204,114.166164,0,8.0,N,Asia/Hong_Kong
VDF,28.0139772,-82.3452778,22,-5.0,A,America/New_York
,65.46,87.53,125,8.0,N,Asia/Krasnoyarsk
,61.34,89.56,213,8.0,N,Asia/Krasnoyarsk
AFW,32.987778,-97.318889,722,-6.0,A,America/Chicago
57C,42.7971667,-88.3726111,860,-6.0,A,America/Chicago
,58.3333,82.9333,243,7.0,N,Asia/Omsk
MYF,32.4759,117.759,17,8.0,A,Asia/Chongqing
SEL,37.558311,126.790586,58,9.0,N,Asia/Seoul
,29.346742,47.520753,472,3.0,A,Asia/Kuwait
RMK,-34.118,140.404,115,9.5,O,Australia/Adelaide
,-30.598333,138.425833,856,9.5,O,Australia/Adelaide
,-26.128333,126.583333,1500,8.0,O,Australia/Perth
,-31.622223,117.216667,705,8.0,O,Australia/Perth
,-32.006667,115.539722,12,8.0,O,Australia/Perth
,-30.838056,128.115,511,8.0,O,Australia/Perth
,-37.511667,143.791111,1433,10.0,O,Australia/Hobart
KEW,52.991111,-92.836389,988,-6.0,A,America/Winnipeg
YSP,48.755278,-86.344444,1035,-5.0,A,America/Toronto
YHF,49.713889,-83.686944,826,-5.0,A,America/Toronto
YHN,49.193056,-84.758889,1099,-5.0,A,America/Toronto
YKX,48.210278,-79.981389,1157,-5.0,A,America/Toronto
YMG,49.083889,-85.860556,1198,-5.0,A,America/Toronto
YXZ,47.966944,-84.786389,944,-5.0,A,America/Toronto
YEM,45.8425,-81.8575,869,-5.0,A,America/Toronto
,51.13,-91.665556,1355,-6.0,A,America/Winnipeg
,44.449167,-80.158333,730,-5.0,A,America/Toronto
YFD,43.131389,-80.3425,815,-5.0,A,America/Toronto
LWC,39.009167,-95.2175,833,-6.0,A,America/Chicago
EGT,37.39411,-97.423225,1277,-6.0,A,America/Chicago
,8.252,-79.0668,150,-5.0,N,America/Panama
6A2,33.2269722,-84.2749444,958,-5.0,A,America/New_York
,4.7828,-53.2611,253,-3.0,N,America/Cayenne
,4.8708,52.2783,33,-3.0,N,\N
,49.1606,6.8649,840,1.0,E,Europe/Paris
,4.8708,-52.2783,33,-3.0,N,America/Cayenne
,4.75,-54.05,100,-3.0,N,America/Cayenne
,4.7301,-53.9516,100,-3.0,N,America/Cayenne
,3.7243,-53.9747,300,-3.0,N,America/Cayenne
,4.8936,-52.2922,39,-3.0,N,America/Cayenne
NIC,35.15111,33.27222,0,2.0,E,Asia/Nicosia
PMP,26.2471389,-80.1110556,19,-5.0,A,America/New_York
XMC,-37.598301,149.720001,31,10.0,U,Australia/Hobart
ULH,26.636718,37.908018,2047,3.0,N,Asia/Riyadh
,-3.7518,136.842481,6060,9.0,N,Asia/Jayapura
,-3.7518,136.842481,6060,9.0,N,Asia/Jayapura
,38.90339,-77.00583,0,-5.0,A,America/New_York
,-27.4666667,-153.0166667,100,10.0,N,\N
,-27.4666667,153.0166667,100,10.0,N,Australia/Brisbane
,-23.378941,150.512323,100,10.0,N,Australia/Brisbane
,-33.88373,151.20592,100,10.0,O,Australia/Sydney
,-37.8181602,144.9533883,111,10.0,O,Australia/Hobart
,-26.617353,152.973785,400,10.0,N,Australia/Brisbane
,-24.867837,152.349416,100,10.0,U,Australia/Brisbane
,22.308813,114.169624,100,8.0,N,Asia/Hong_Kong
,22.2846291082599,114.158227443695,100,8.0,N,Asia/Hong_Kong
EET,33.1777778,-86.7832222,586,-6.0,A,America/Chicago
YUE,-22.254167,131.781944,2205,9.5,O,Australia/Darwin
XWG,48.585068,7.734547,475,1.0,E,Europe/Paris
,33.8180947,-111.8979242,2568,-7.0,N,America/Phoenix
,59.951443,30.313831,30,4.0,N,Europe/Moscow
GZS,22.990081,113.270631,1,8.0,U,Asia/Chongqing
,-19.531281,23.091847,3133,2.0,N,Africa/Gaborone
LOP,-8.7573222,116.276675,52,8.0,N,Asia/Makassar
OMM,18.133333,55.266666,900,4.0,N,Asia/Muscat
,51.3833,-121.1825,3055,-8.0,A,America/Vancouver
ZML,51.4412,-121.1958,3129,-8.0,A,America/Vancouver
,55.5141,-4.1749,10,0.0,E,Europe/London
,-38.56,146.75,200,10.0,O,Australia/Hobart
HDG,36.524,114.43,0,8.0,N,Asia/Chongqing
,13.868921,-61.073596,341,-4.0,N,America/St_Lucia
UMP,39.935278,-86.045,811,-5.0,A,America/New_York
LOZ,37.0868889,-84.0773889,1212,-5.0,A,America/New_York
,39.2837181,-76.621634,49,-5.0,A,America/New_York
FBG,38.298416,-77.456875,130,-5.0,A,America/New_York
,11.354499,120.730991,0,8.0,N,Asia/Manila
WMI,52.451111,20.651667,341,1.0,E,Europe/Warsaw
,42.883512,-78.87205,0,-5.0,A,America/New_York
,-38.665833,143.104444,165,10.0,U,Australia/Hobart
JXA,45.30611,130.99667,0,8.0,N,Asia/Chongqing
,47.5985,-122.3299,7,-8.0,A,America/Los_Angeles
,29.649178,-81.640456,16,-5.0,A,America/New_York
YGM,50.628056,-97.043333,753,-6.0,A,America/Winnipeg
,51.732222,-96.934444,725,-6.0,A,America/Winnipeg
,51.732222,-96.934444,725,-6.0,A,America/Winnipeg
,51.732222,-96.934444,725,-6.0,A,America/Winnipeg
,64.33,100.43,400,8.0,N,Asia/Krasnoyarsk
EYK,63.683056,66.683056,25,6.0,E,Asia/Yekaterinburg
,52.040376,4.365771,0,1.0,E,Europe/Amsterdam
RAC,42.7605,-87.8152,674,-6.0,A,America/Chicago
RZP,11.05167,119.5183,75,8.0,U,Asia/Manila
,50.8814,12.1322,100,1.0,E,Europe/Berlin
,50.880023,12.132411,100,1.0,E,Europe/Berlin
,1.444549,-71.949921,300,-5.0,S,America/Bogota
,60.200059,30.334926,230,4.0,N,Europe/Moscow
QOT,43.1894444,141.0022222,0,9.0,N,Asia/Tokyo
,42.46867,141.03833,361,9.0,N,Asia/Tokyo
,52.057222,5.924444,276,1.0,E,Europe/Amsterdam
,51.002846,5.060649,100,1.0,E,Europe/Brussels
,51.930401,9.094285,200,1.0,E,Europe/Berlin
,52.279764,9.079843,200,1.0,E,Europe/Berlin
RKZ,29.351667,89.306944,12408,8.0,N,Asia/Chongqing
REI,34.08525,-117.146388,1574,-8.0,A,America/Los_Angeles
49X,34.528889,-114.431971,638,-8.0,A,America/Los_Angeles
RIR,33.988778,-117.409971,764,-8.0,A,America/Los_Angeles
TIW,47.267944,-122.57811,294,-8.0,A,America/Los_Angeles
X39,28.221278,-82.374555,68,-5.0,A,America/New_York
,3.0,72.0,0,5.0,N,Indian/Maldives
,3.0,72.0,0,5.0,U,Indian/Maldives
,3.0,72.0,0,5.0,U,Indian/Maldives
,52.198138,5.705802,10,1.0,E,Europe/Amsterdam
,52.406503,5.898492,10,1.0,E,Europe/Amsterdam
,51.566907,7.915326,100,1.0,E,Europe/Berlin
,46.252761,20.096519,100,1.0,E,Europe/Budapest
,52.437517,13.175561,0,1.0,E,Europe/Berlin
,35.705541,-94.933605,150,-6.0,U,America/Chicago
,51.304111,4.388766,50,1.0,E,Europe/Brussels
,51.981127,6.516252,50,1.0,E,Europe/Amsterdam
,51.944556,7.773292,100,1.0,E,Europe/Berlin
JKA,30.2896389,-87.6717778,17,-6.0,A,America/Chicago
,-0.942499999,-90.95305555,35,-6.0,N,Pacific/Galapagos
,47.076667,9.5,1585,1.0,E,Europe/Vaduz
VIF,41.885277,16.176945,46,1.0,E,Europe/Rome
,51.400377,-7.901464,100,0.0,U,\N
,60.011662,27.008236,10,3.0,U,\N
,19.398611,-92.016111,100,-6.0,U,\N
,47.14833,16.31833,950,1.0,E,Europe/Vienna
HMJ,49.366,26.933,351,2.0,E,Europe/Kiev
HIW,34.367,132.408,9,9.0,N,Asia/Tokyo
,38.972944,-76.501158,0,-5.0,A,America/New_York
,50.3333,-113.833,3431,-7.0,A,America/Edmonton
,-31.29,131.51,100,9.5,O,Australia/Adelaide
HZL,40.989167,-76.0025,1603,-5.0,A,America/New_York
CBE,39.615278,-78.760556,775,-5.0,A,America/New_York
,24.6487544,-81.5798083,4,-5.0,A,America/New_York
,-15.2857,128.0722,100,8.0,U,Australia/Perth
YBO,56.58,-130.5,50,-8.0,U,America/Vancouver
,-8.528056,39.506944,1,3.0,U,Africa/Dar_es_Salaam
,-7.895,34.580853,0,3.0,U,Africa/Dar_es_Salaam
,-7.686111,35.926944,0,3.0,U,Africa/Dar_es_Salaam
FGL,-43.4,170.033,475,12.0,Z,Pacific/Auckland
KLF,54.55,36.367,600,4.0,E,Europe/Moscow
,65.6,-17.0,100,0.0,U,Atlantic/Reykjavik
XEV,59.33,18.058056,10,1.0,E,Europe/Stockholm
QYX,59.858333,17.646111,23,1.0,E,Europe/Stockholm
QRH,51.924444,4.469444,7,1.0,E,Europe/Amsterdam
XYJ,50.11,14.439444,616,1.0,E,Europe/Prague
BNJ,50.731944,7.096944,204,1.0,E,Europe/Berlin
ZGH,55.672778,12.564444,16,1.0,E,Europe/Copenhagen
ZSB,47.813056,13.046667,1391,1.0,E,Europe/Vienna
ZWE,51.217222,4.421111,51,1.0,E,Europe/Brussels
ELL,-23.666667,27.75,2700,2.0,U,Africa/Johannesburg
LNR,43.211667,-90.181667,718,-6.0,A,America/Chicago
,45.705,-90.403056,1466,-6.0,A,America/Chicago
,42.616389,-89.591944,1079,-6.0,A,America/Chicago
JOT,41.517778,-88.175556,582,-6.0,A,America/Chicago
VYS,41.351944,-89.153056,654,-6.0,A,America/Chicago
,-26.00937,113.160008,15,8.0,O,Australia/Perth
JXN,42.260556,-84.460556,1001,-5.0,A,America/New_York
,52.393889,14.099722,141,1.0,E,Europe/Berlin
,52.827222,13.693611,121,1.0,E,Europe/Berlin
,39.959167,-79.657222,1267,-5.0,A,America/New_York
,40.086111,-78.513333,1162,-5.0,A,America/New_York
BBX,40.1375,-75.265,302,-5.0,A,America/New_York
OBE,27.265833,-80.851111,34,-5.0,A,America/New_York
SEF,27.456389,-81.342222,63,-5.0,A,America/New_York
AVO,27.591389,-81.528889,160,-5.0,A,America/New_York
GIF,28.062778,-81.753333,145,-5.0,A,America/New_York
ZPH,28.228056,-82.155833,90,-5.0,A,America/New_York
OCF,29.1725,-82.224167,89,-5.0,A,America/New_York
JES,31.553889,-81.8825,107,-5.0,A,America/New_York
52A,33.612125,-83.4604444,694,-5.0,A,America/New_York
CCO,33.3115656,-84.7697554,970,-5.0,A,America/New_York
HQU,33.5297315,-82.5169509,501,-5.0,A,America/New_York
AIK,33.6493889,-81.6850278,529,-5.0,A,America/New_York
CDN,34.2835833,-80.5648611,302,-5.0,A,America/New_York
LBT,34.6098056,-79.0595556,125,-5.0,A,America/New_York
3J1,32.4934167,-80.99175,79,-5.0,A,America/New_York
SOP,35.2376111,-79.3887958,455,-5.0,A,America/New_York
RCZ,34.8913056,-79.7596111,358,-5.0,A,America/New_York
99N,33.3045278,-81.1084167,231,-5.0,A,America/New_York
93C,43.2833575,-90.2982819,742,-6.0,A,America/Chicago
Y51,43.5793603,-90.8964742,1292,-6.0,A,America/Chicago
DLL,43.5217843,-89.7709266,979,-6.0,A,America/Chicago
7A4,42.4664444,-90.1693889,990,-6.0,A,America/Chicago
SVH,35.7649958,-80.9538958,968,-5.0,A,America/New_York
C89,42.70325,-87.9589722,785,-6.0,A,America/Chicago
BUU,42.6907171,-88.3046825,780,-6.0,A,America/Chicago
N53,41.0358717,-75.1606789,480,-5.0,A,America/New_York
70N,41.3473569,-75.4158972,1729,-5.0,A,America/New_York
06N,41.431912,-74.3915611,523,-5.0,A,America/New_York
LHV,41.1357778,-77.4223056,556,-5.0,A,America/New_York
29D,41.1460278,-80.16775,1371,-5.0,A,America/New_York
04G,41.1304722,-80.6195833,1044,-5.0,A,America/New_York
3G3,41.0031572,-81.7564401,974,-5.0,A,America/New_York
3G4,40.9029722,-82.2556389,1206,-5.0,A,America/New_York
4G0,40.4526389,-79.7749167,1187,-5.0,A,America/New_York
,40.8019722,-80.1608611,898,-5.0,A,America/New_York
2G9,40.0388708,-79.0149951,2275,-5.0,A,America/New_York
4G4,40.9617953,-80.6773264,1070,-5.0,A,America/New_York
41N,41.2111675,-80.9692572,900,-5.0,A,America/New_York
LPR,41.3442778,-82.1776389,793,-5.0,A,America/New_York
7D9,41.7778322,-80.9039797,820,-5.0,A,America/New_York
BKL,41.5175,-81.683333,583,-5.0,A,America/New_York
DKK,42.4933353,-79.2720417,693,-5.0,A,America/New_York
4G2,42.7008925,-78.9147569,751,-5.0,A,America/New_York
N87,40.2139444,-74.6017778,118,-5.0,A,America/New_York
VAY,39.9428889,-74.84575,53,-5.0,A,America/New_York
7N7,39.7355633,-75.3977211,40,-5.0,A,America/New_York
LDJ,40.6174472,-74.2445942,23,-5.0,A,America/New_York
O03,40.1570414,-75.8704892,600,-5.0,A,America/New_York
0W3,39.5668378,-76.2024028,409,-5.0,A,America/New_York
ANQ,41.6396983,-85.0834933,995,-5.0,A,America/New_York
C65,41.3651307,-86.3002574,800,-5.0,A,America/New_York
